2017-05-29 19:04:29,630 INFO  [org.jboss.modules] (main) JBoss Modules version 1.5.1.Final-redhat-1
2017-05-29 19:04:29,771 INFO  [org.jboss.msc] (main) JBoss MSC version 1.2.6.Final-redhat-1
2017-05-29 19:04:29,802 INFO  [org.jboss.as] (MSC service thread 1-7) WFLYSRV0049: JBoss EAP 7.0.0.GA (WildFly Core 2.1.2.Final-redhat-1) starting
2017-05-29 19:04:30,332 INFO  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0003: Creating http management service using network interface (management) port (9990) securePort (-1)
2017-05-29 19:04:30,332 INFO  [org.xnio] (MSC service thread 1-5) XNIO version 3.3.6.Final-redhat-1
2017-05-29 19:04:30,348 INFO  [org.xnio.nio] (MSC service thread 1-5) XNIO NIO Implementation Version 3.3.6.Final-redhat-1
2017-05-29 19:04:30,582 INFO  [org.jboss.remoting] (MSC service thread 1-8) JBoss Remoting version 4.0.18.Final-redhat-1
2017-05-29 19:04:30,613 INFO  [org.jboss.as.remoting] (MSC service thread 1-8) WFLYRMT0001: Listening on 0.0.0.0:9999
2017-05-29 19:04:31,783 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'max-permgen-size' in the resource at address '/server-group=primary-server-group/jvm=default' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2017-05-29 19:04:32,095 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0060: Http management interface listening on http://0.0.0.0:9990/management
2017-05-29 19:04:32,095 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0051: Admin console listening on http://0.0.0.0:9990
2017-05-29 19:04:32,095 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0025: JBoss EAP 7.0.0.GA (WildFly Core 2.1.2.Final-redhat-1) (Host Controller) started in 2792ms - Started 51 of 51 services (14 services are lazy, passive or on-demand)
2017-05-29 19:04:45,068 INFO  [org.jboss.as.domain.controller] (Host Controller Service Threads - 36) WFLYHC0019: Registered remote slave host "host1", JBoss JBoss EAP 7.0.0.GA (WildFly 2.1.2.Final-redhat-1)
2017-05-29 19:05:31,991 INFO  [org.jboss.as.domain.controller] (Host Controller Service Threads - 37) WFLYHC0019: Registered remote slave host "host2", JBoss JBoss EAP 7.0.0.GA (WildFly 2.1.2.Final-redhat-1)
2017-05-29 19:23:11,964 INFO  [org.jboss.as.domain.controller] (management task-3) WFLYHC0026: Unregistered remote slave host "host2"
2017-05-29 19:24:36,855 INFO  [org.jboss.as.domain.controller] (management task-6) WFLYHC0026: Unregistered remote slave host "host1"
2017-05-29 19:24:44,636 INFO  [org.jboss.as] (MSC service thread 1-3) WFLYSRV0050: JBoss EAP 7.0.0.GA (WildFly Core 2.1.2.Final-redhat-1) stopped in 33ms
